audit_image_index,audit_annotation_index,canonical_image_id,run,pattern,image_relative_path,annotation_relative_path,image_sha256,annotation_sha256,annotation_row_index,x,y,annotation_selection_rank_sha256,raw_crop_relative_path,crop_source_box_xyxy,display_interpolation,marker_status
1,11,R1/2_left_loop,R1,left_loop,Pore ground truth/Fingerprint Images/R1/2_left_loop.jpg,Pore ground truth/Ground truth/R1/2_left_loop.tsv,5dc8fc46dcd33d38d9f9692f07b269770988fc616371ee3f3544208bdf0d01b0,4774199238e59d07d2a3e84a598a87016ca1bb34b03c5beac21b808f632b2911,167,76,507,09714ef3e10cb7f28e03e78a3946f9711cd8c3fd93b55fb7108e72a424c0addd,artifacts/experiment-002/evidence-pixels/blind-audit/S01_R1_2_left_loop/raw-crops/A11_row0167_x76_y507.png,"[52,483,100,531]",INTER_NEAREST_4X,DISPLAY_ONLY_RED_RING_CENTER_PIXEL_UNOCCLUDED
1,12,R1/2_left_loop,R1,left_loop,Pore ground truth/Fingerprint Images/R1/2_left_loop.jpg,Pore ground truth/Ground truth/R1/2_left_loop.tsv,5dc8fc46dcd33d38d9f9692f07b269770988fc616371ee3f3544208bdf0d01b0,4774199238e59d07d2a3e84a598a87016ca1bb34b03c5beac21b808f632b2911,180,261,205,0a8c40eba12d40a6bfb1155ac5d4eda802988b5f82c1f758def34d14011b848e,artifacts/experiment-002/evidence-pixels/blind-audit/S01_R1_2_left_loop/raw-crops/A12_row0180_x261_y205.png,"[237,181,285,229]",INTER_NEAREST_4X,DISPLAY_ONLY_RED_RING_CENTER_PIXEL_UNOCCLUDED
1,13,R1/2_left_loop,R1,left_loop,Pore ground truth/Fingerprint Images/R1/2_left_loop.jpg,Pore ground truth/Ground truth/R1/2_left_loop.tsv,5dc8fc46dcd33d38d9f9692f07b269770988fc616371ee3f3544208bdf0d01b0,4774199238e59d07d2a3e84a598a87016ca1bb34b03c5beac21b808f632b2911,275,248,296,0d15d048c06ff5b186aa61f78cd2500f28d45e7211c629ad5eba93a59eeb3cb7,artifacts/experiment-002/evidence-pixels/blind-audit/S01_R1_2_left_loop/raw-crops/A13_row0275_x248_y296.png,"[224,272,272,320]",INTER_NEAREST_4X,DISPLAY_ONLY_RED_RING_CENTER_PIXEL_UNOCCLUDED
1,14,R1/2_left_loop,R1,left_loop,Pore ground truth/Fingerprint Images/R1/2_left_loop.jpg,Pore ground truth/Ground truth/R1/2_left_loop.tsv,5dc8fc46dcd33d38d9f9692f07b269770988fc616371ee3f3544208bdf0d01b0,4774199238e59d07d2a3e84a598a87016ca1bb34b03c5beac21b808f632b2911,129,387,439,0d41a362b346151f3da3b52944e9e37422392018e4cb0cb1d33ec5f44985e680,artifacts/experiment-002/evidence-pixels/blind-audit/S01_R1_2_left_loop/raw-crops/A14_row0129_x387_y439.png,"[363,415,411,463]",INTER_NEAREST_4X,DISPLAY_ONLY_RED_RING_CENTER_PIXEL_UNOCCLUDED
1,15,R1/2_left_loop,R1,left_loop,Pore ground truth/Fingerprint Images/R1/2_left_loop.jpg,Pore ground truth/Ground truth/R1/2_left_loop.tsv,5dc8fc46dcd33d38d9f9692f07b269770988fc616371ee3f3544208bdf0d01b0,4774199238e59d07d2a3e84a598a87016ca1bb34b03c5beac21b808f632b2911,87,447,368,0d622098c87c5c0138134ea2c6509dc364ac07cb909b7b88ed4fc1f99159c047,artifacts/experiment-002/evidence-pixels/blind-audit/S01_R1_2_left_loop/raw-crops/A15_row0087_x447_y368.png,"[423,344,471,392]",INTER_NEAREST_4X,DISPLAY_ONLY_RED_RING_CENTER_PIXEL_UNOCCLUDED
1,16,R1/2_left_loop,R1,left_loop,Pore ground truth/Fingerprint Images/R1/2_left_loop.jpg,Pore ground truth/Ground truth/R1/2_left_loop.tsv,5dc8fc46dcd33d38d9f9692f07b269770988fc616371ee3f3544208bdf0d01b0,4774199238e59d07d2a3e84a598a87016ca1bb34b03c5beac21b808f632b2911,289,163,233,0dfe7e5baf434a07926263864872c80c082eea86388a01937b8fba36747607af,artifacts/experiment-002/evidence-pixels/blind-audit/S01_R1_2_left_loop/raw-crops/A16_row0289_x163_y233.png,"[139,209,187,257]",INTER_NEAREST_4X,DISPLAY_ONLY_RED_RING_CENTER_PIXEL_UNOCCLUDED
1,17,R1/2_left_loop,R1,left_loop,Pore ground truth/Fingerprint Images/R1/2_left_loop.jpg,Pore ground truth/Ground truth/R1/2_left_loop.tsv,5dc8fc46dcd33d38d9f9692f07b269770988fc616371ee3f3544208bdf0d01b0,4774199238e59d07d2a3e84a598a87016ca1bb34b03c5beac21b808f632b2911,152,99,423,0ee3c9e575edfa7653dcaba8f6b867ddbcd05099d72467a4cd54593234ea00f5,artifacts/experiment-002/evidence-pixels/blind-audit/S01_R1_2_left_loop/raw-crops/A17_row0152_x99_y423.png,"[75,399,123,447]",INTER_NEAREST_4X,DISPLAY_ONLY_RED_RING_CENTER_PIXEL_UNOCCLUDED
1,18,R1/2_left_loop,R1,left_loop,Pore ground truth/Fingerprint Images/R1/2_left_loop.jpg,Pore ground truth/Ground truth/R1/2_left_loop.tsv,5dc8fc46dcd33d38d9f9692f07b269770988fc616371ee3f3544208bdf0d01b0,4774199238e59d07d2a3e84a598a87016ca1bb34b03c5beac21b808f632b2911,329,345,360,11777fd7897cee8cf558ed1b2499ca0906178763a3456ae44b435edc7a37470c,artifacts/experiment-002/evidence-pixels/blind-audit/S01_R1_2_left_loop/raw-crops/A18_row0329_x345_y360.png,"[321,336,369,384]",INTER_NEAREST_4X,DISPLAY_ONLY_RED_RING_CENTER_PIXEL_UNOCCLUDED
1,19,R1/2_left_loop,R1,left_loop,Pore ground truth/Fingerprint Images/R1/2_left_loop.jpg,Pore ground truth/Ground truth/R1/2_left_loop.tsv,5dc8fc46dcd33d38d9f9692f07b269770988fc616371ee3f3544208bdf0d01b0,4774199238e59d07d2a3e84a598a87016ca1bb34b03c5beac21b808f632b2911,78,413,201,1207857c3cd6dcb38e572f7a801f1f3aa6dba2926f9b1ab2460bc7eb3d7aa96d,artifacts/experiment-002/evidence-pixels/blind-audit/S01_R1_2_left_loop/raw-crops/A19_row0078_x413_y201.png,"[389,177,437,225]",INTER_NEAREST_4X,DISPLAY_ONLY_RED_RING_CENTER_PIXEL_UNOCCLUDED
1,20,R1/2_left_loop,R1,left_loop,Pore ground truth/Fingerprint Images/R1/2_left_loop.jpg,Pore ground truth/Ground truth/R1/2_left_loop.tsv,5dc8fc46dcd33d38d9f9692f07b269770988fc616371ee3f3544208bdf0d01b0,4774199238e59d07d2a3e84a598a87016ca1bb34b03c5beac21b808f632b2911,337,350,488,1487aa3712553b5be1bfd3b69a527ab9c0acd234a7f924cf7b33bafbda3ccda2,artifacts/experiment-002/evidence-pixels/blind-audit/S01_R1_2_left_loop/raw-crops/A20_row0337_x350_y488.png,"[326,464,374,512]",INTER_NEAREST_4X,DISPLAY_ONLY_RED_RING_CENTER_PIXEL_UNOCCLUDED
2,1,R1/2_plain_arch,R1,plain_arch,Pore ground truth/Fingerprint Images/R1/2_plain_arch.jpg,Pore ground truth/Ground truth/R1/2_plain_arch.tsv,200604fc996a2aa428b77e750d208fc4870d9d6736acaee0dd7e27f4c8bdfb6c,dbcb997d67a5544f71a866442a6a8049a5759e78b60e701975ebe070a94e0ca8,358,356,30,0053cfa15769993da13c1c70e06176e34d671a940d6d3dab0e4d20e06a9bc5a7,artifacts/experiment-002/evidence-pixels/blind-audit/S02_R1_2_plain_arch/raw-crops/A01_row0358_x356_y30.png,"[332,6,380,54]",INTER_NEAREST_4X,DISPLAY_ONLY_RED_RING_CENTER_PIXEL_UNOCCLUDED
2,2,R1/2_plain_arch,R1,plain_arch,Pore ground truth/Fingerprint Images/R1/2_plain_arch.jpg,Pore ground truth/Ground truth/R1/2_plain_arch.tsv,200604fc996a2aa428b77e750d208fc4870d9d6736acaee0dd7e27f4c8bdfb6c,dbcb997d67a5544f71a866442a6a8049a5759e78b60e701975ebe070a94e0ca8,343,350,215,01432bc12eb18f2f124505de23d8a412998f6d66429e84462118368e03e51808,artifacts/experiment-002/evidence-pixels/blind-audit/S02_R1_2_plain_arch/raw-crops/A02_row0343_x350_y215.png,"[326,191,374,239]",INTER_NEAREST_4X,DISPLAY_ONLY_RED_RING_CENTER_PIXEL_UNOCCLUDED
2,3,R1/2_plain_arch,R1,plain_arch,Pore ground truth/Fingerprint Images/R1/2_plain_arch.jpg,Pore ground truth/Ground truth/R1/2_plain_arch.tsv,200604fc996a2aa428b77e750d208fc4870d9d6736acaee0dd7e27f4c8bdfb6c,dbcb997d67a5544f71a866442a6a8049a5759e78b60e701975ebe070a94e0ca8,158,171,279,01572c3c7df4baaeaaec64856a08853f566a0be39b01b7773170c98bef96cf5a,artifacts/experiment-002/evidence-pixels/blind-audit/S02_R1_2_plain_arch/raw-crops/A03_row0158_x171_y279.png,"[147,255,195,303]",INTER_NEAREST_4X,DISPLAY_ONLY_RED_RING_CENTER_PIXEL_UNOCCLUDED
2,4,R1/2_plain_arch,R1,plain_arch,Pore ground truth/Fingerprint Images/R1/2_plain_arch.jpg,Pore ground truth/Ground truth/R1/2_plain_arch.tsv,200604fc996a2aa428b77e750d208fc4870d9d6736acaee0dd7e27f4c8bdfb6c,dbcb997d67a5544f71a866442a6a8049a5759e78b60e701975ebe070a94e0ca8,258,328,502,01ed78c42d207e2441d1d760dbd38e5755fe64c1bb30ce3674b83f593034fabd,artifacts/experiment-002/evidence-pixels/blind-audit/S02_R1_2_plain_arch/raw-crops/A04_row0258_x328_y502.png,"[304,478,352,526]",INTER_NEAREST_4X,DISPLAY_ONLY_RED_RING_CENTER_PIXEL_UNOCCLUDED
2,5,R1/2_plain_arch,R1,plain_arch,Pore ground truth/Fingerprint Images/R1/2_plain_arch.jpg,Pore ground truth/Ground truth/R1/2_plain_arch.tsv,200604fc996a2aa428b77e750d208fc4870d9d6736acaee0dd7e27f4c8bdfb6c,dbcb997d67a5544f71a866442a6a8049a5759e78b60e701975ebe070a94e0ca8,56,486,258,02c5dc585b6e0047d9b53dabfcfbde0ae6e36a08bf8bab9b3fed912cef37315d,artifacts/experiment-002/evidence-pixels/blind-audit/S02_R1_2_plain_arch/raw-crops/A05_row0056_x486_y258.png,"[462,234,510,282]",INTER_NEAREST_4X,DISPLAY_ONLY_RED_RING_CENTER_PIXEL_UNOCCLUDED
2,6,R1/2_plain_arch,R1,plain_arch,Pore ground truth/Fingerprint Images/R1/2_plain_arch.jpg,Pore ground truth/Ground truth/R1/2_plain_arch.tsv,200604fc996a2aa428b77e750d208fc4870d9d6736acaee0dd7e27f4c8bdfb6c,dbcb997d67a5544f71a866442a6a8049a5759e78b60e701975ebe070a94e0ca8,432,293,26,03396a7955903e13a8c6184c9410ba0deaa6fabd03ecb29e7565fc475e1ba420,artifacts/experiment-002/evidence-pixels/blind-audit/S02_R1_2_plain_arch/raw-crops/A06_row0432_x293_y26.png,"[269,2,317,50]",INTER_NEAREST_4X,DISPLAY_ONLY_RED_RING_CENTER_PIXEL_UNOCCLUDED
2,7,R1/2_plain_arch,R1,plain_arch,Pore ground truth/Fingerprint Images/R1/2_plain_arch.jpg,Pore ground truth/Ground truth/R1/2_plain_arch.tsv,200604fc996a2aa428b77e750d208fc4870d9d6736acaee0dd7e27f4c8bdfb6c,dbcb997d67a5544f71a866442a6a8049a5759e78b60e701975ebe070a94e0ca8,63,43,220,0411d0169b2ea325d78deaa9fed573a4b1564f24a8e3712d2d99fc0629f81b73,artifacts/experiment-002/evidence-pixels/blind-audit/S02_R1_2_plain_arch/raw-crops/A07_row0063_x43_y220.png,"[19,196,67,244]",INTER_NEAREST_4X,DISPLAY_ONLY_RED_RING_CENTER_PIXEL_UNOCCLUDED
2,8,R1/2_plain_arch,R1,plain_arch,Pore ground truth/Fingerprint Images/R1/2_plain_arch.jpg,Pore ground truth/Ground truth/R1/2_plain_arch.tsv,200604fc996a2aa428b77e750d208fc4870d9d6736acaee0dd7e27f4c8bdfb6c,dbcb997d67a5544f71a866442a6a8049a5759e78b60e701975ebe070a94e0ca8,308,188,469,074c47aa1c8029ef6d5a2105bf75eeb75eed6e7aba41aa74946a65f1cd31e4dc,artifacts/experiment-002/evidence-pixels/blind-audit/S02_R1_2_plain_arch/raw-crops/A08_row0308_x188_y469.png,"[164,445,212,493]",INTER_NEAREST_4X,DISPLAY_ONLY_RED_RING_CENTER_PIXEL_UNOCCLUDED
2,9,R1/2_plain_arch,R1,plain_arch,Pore ground truth/Fingerprint Images/R1/2_plain_arch.jpg,Pore ground truth/Ground truth/R1/2_plain_arch.tsv,200604fc996a2aa428b77e750d208fc4870d9d6736acaee0dd7e27f4c8bdfb6c,dbcb997d67a5544f71a866442a6a8049a5759e78b60e701975ebe070a94e0ca8,382,180,126,07892850d0faab09e4a2ce3e5369fd380cbccffb310c9f44cb2bdcde1af956c5,artifacts/experiment-002/evidence-pixels/blind-audit/S02_R1_2_plain_arch/raw-crops/A09_row0382_x180_y126.png,"[156,102,204,150]",INTER_NEAREST_4X,DISPLAY_ONLY_RED_RING_CENTER_PIXEL_UNOCCLUDED
2,10,R1/2_plain_arch,R1,plain_arch,Pore ground truth/Fingerprint Images/R1/2_plain_arch.jpg,Pore ground truth/Ground truth/R1/2_plain_arch.tsv,200604fc996a2aa428b77e750d208fc4870d9d6736acaee0dd7e27f4c8bdfb6c,dbcb997d67a5544f71a866442a6a8049a5759e78b60e701975ebe070a94e0ca8,265,138,380,0793e2da6924287c462bcd620dc3fcc5f053540614e18e2e7dc72c776674dd5e,artifacts/experiment-002/evidence-pixels/blind-audit/S02_R1_2_plain_arch/raw-crops/A10_row0265_x138_y380.png,"[114,356,162,404]",INTER_NEAREST_4X,DISPLAY_ONLY_RED_RING_CENTER_PIXEL_UNOCCLUDED
2,11,R1/2_plain_arch,R1,plain_arch,Pore ground truth/Fingerprint Images/R1/2_plain_arch.jpg,Pore ground truth/Ground truth/R1/2_plain_arch.tsv,200604fc996a2aa428b77e750d208fc4870d9d6736acaee0dd7e27f4c8bdfb6c,dbcb997d67a5544f71a866442a6a8049a5759e78b60e701975ebe070a94e0ca8,245,326,453,07b528ecaf46c0485a4fbe9b87554979c80636aa641184f942b540ab8f193805,artifacts/experiment-002/evidence-pixels/blind-audit/S02_R1_2_plain_arch/raw-crops/A11_row0245_x326_y453.png,"[302,429,350,477]",INTER_NEAREST_4X,DISPLAY_ONLY_RED_RING_CENTER_PIXEL_UNOCCLUDED
2,12,R1/2_plain_arch,R1,plain_arch,Pore ground truth/Fingerprint Images/R1/2_plain_arch.jpg,Pore ground truth/Ground truth/R1/2_plain_arch.tsv,200604fc996a2aa428b77e750d208fc4870d9d6736acaee0dd7e27f4c8bdfb6c,dbcb997d67a5544f71a866442a6a8049a5759e78b60e701975ebe070a94e0ca8,259,16,466,07da9ebedd380aeb3073118aad74a10c86ab0370160726b5cea89eca566aa4b0,artifacts/experiment-002/evidence-pixels/blind-audit/S02_R1_2_plain_arch/raw-crops/A12_row0259_x16_y466.png,"[-8,442,40,490]",INTER_NEAREST_4X,DISPLAY_ONLY_RED_RING_CENTER_PIXEL_UNOCCLUDED
2,13,R1/2_plain_arch,R1,plain_arch,Pore ground truth/Fingerprint Images/R1/2_plain_arch.jpg,Pore ground truth/Ground truth/R1/2_plain_arch.tsv,200604fc996a2aa428b77e750d208fc4870d9d6736acaee0dd7e27f4c8bdfb6c,dbcb997d67a5544f71a866442a6a8049a5759e78b60e701975ebe070a94e0ca8,454,344,144,09a172261c1c0f9acf1768d3855d6fedbbd9253a1778b133265d016f0def0309,artifacts/experiment-002/evidence-pixels/blind-audit/S02_R1_2_plain_arch/raw-crops/A13_row0454_x344_y144.png,"[320,120,368,168]",INTER_NEAREST_4X,DISPLAY_ONLY_RED_RING_CENTER_PIXEL_UNOCCLUDED
2,14,R1/2_plain_arch,R1,plain_arch,Pore ground truth/Fingerprint Images/R1/2_plain_arch.jpg,Pore ground truth/Ground truth/R1/2_plain_arch.tsv,200604fc996a2aa428b77e750d208fc4870d9d6736acaee0dd7e27f4c8bdfb6c,dbcb997d67a5544f71a866442a6a8049a5759e78b60e701975ebe070a94e0ca8,237,188,443,0a6e4a673cd9c6ab99efa1d541485e1ffa1aa0a45d580799b2d6e7cc442d5573,artifacts/experiment-002/evidence-pixels/blind-audit/S02_R1_2_plain_arch/raw-crops/A14_row0237_x188_y443.png,"[164,419,212,467]",INTER_NEAREST_4X,DISPLAY_ONLY_RED_RING_CENTER_PIXEL_UNOCCLUDED
2,15,R1/2_plain_arch,R1,plain_arch,Pore ground truth/Fingerprint Images/R1/2_plain_arch.jpg,Pore ground truth/Ground truth/R1/2_plain_arch.tsv,200604fc996a2aa428b77e750d208fc4870d9d6736acaee0dd7e27f4c8bdfb6c,dbcb997d67a5544f71a866442a6a8049a5759e78b60e701975ebe070a94e0ca8,57,489,260,0b82ef2cf0472f4d4e3a1839650ee193a9e5312dc88498aaf4307ef3dd740a43,artifacts/experiment-002/evidence-pixels/blind-audit/S02_R1_2_plain_arch/raw-crops/A15_row0057_x489_y260.png,"[465,236,513,284]",INTER_NEAREST_4X,DISPLAY_ONLY_RED_RING_CENTER_PIXEL_UNOCCLUDED
2,16,R1/2_plain_arch,R1,plain_arch,Pore ground truth/Fingerprint Images/R1/2_plain_arch.jpg,Pore ground truth/Ground truth/R1/2_plain_arch.tsv,200604fc996a2aa428b77e750d208fc4870d9d6736acaee0dd7e27f4c8bdfb6c,dbcb997d67a5544f71a866442a6a8049a5759e78b60e701975ebe070a94e0ca8,350,476,325,0c54035ec3cad6b97eb5fbc7c604de3c4c3976cc093704dabac2614bdc7a6eb5,artifacts/experiment-002/evidence-pixels/blind-audit/S02_R1_2_plain_arch/raw-crops/A16_row0350_x476_y325.png,"[452,301,500,349]",INTER_NEAREST_4X,DISPLAY_ONLY_RED_RING_CENTER_PIXEL_UNOCCLUDED
2,17,R1/2_plain_arch,R1,plain_arch,Pore ground truth/Fingerprint Images/R1/2_plain_arch.jpg,Pore ground truth/Ground truth/R1/2_plain_arch.tsv,200604fc996a2aa428b77e750d208fc4870d9d6736acaee0dd7e27f4c8bdfb6c,dbcb997d67a5544f71a866442a6a8049a5759e78b60e701975ebe070a94e0ca8,427,198,346,0c80dc0bfea2ab1587b817bf4b487a01a19819836ff3a6396f8cc8aec0bcc700,artifacts/experiment-002/evidence-pixels/blind-audit/S02_R1_2_plain_arch/raw-crops/A17_row0427_x198_y346.png,"[174,322,222,370]",INTER_NEAREST_4X,DISPLAY_ONLY_RED_RING_CENTER_PIXEL_UNOCCLUDED
2,18,R1/2_plain_arch,R1,plain_arch,Pore ground truth/Fingerprint Images/R1/2_plain_arch.jpg,Pore ground truth/Ground truth/R1/2_plain_arch.tsv,200604fc996a2aa428b77e750d208fc4870d9d6736acaee0dd7e27f4c8bdfb6c,dbcb997d67a5544f71a866442a6a8049a5759e78b60e701975ebe070a94e0ca8,55,473,235,0ce8b3bf333eae268948e6bc8020f1016deda5210d576719c4d5441334d49b3a,artifacts/experiment-002/evidence-pixels/blind-audit/S02_R1_2_plain_arch/raw-crops/A18_row0055_x473_y235.png,"[449,211,497,259]",INTER_NEAREST_4X,DISPLAY_ONLY_RED_RING_CENTER_PIXEL_UNOCCLUDED
2,19,R1/2_plain_arch,R1,plain_arch,Pore ground truth/Fingerprint Images/R1/2_plain_arch.jpg,Pore ground truth/Ground truth/R1/2_plain_arch.tsv,200604fc996a2aa428b77e750d208fc4870d9d6736acaee0dd7e27f4c8bdfb6c,dbcb997d67a5544f71a866442a6a8049a5759e78b60e701975ebe070a94e0ca8,28,164,41,0d47fd42a7ef4147fcc0ade173bb46f2b2cc78d903fddc614635e19a705d4359,artifacts/experiment-002/evidence-pixels/blind-audit/S02_R1_2_plain_arch/raw-crops/A19_row0028_x164_y41.png,"[140,17,188,65]",INTER_NEAREST_4X,DISPLAY_ONLY_RED_RING_CENTER_PIXEL_UNOCCLUDED
2,20,R1/2_plain_arch,R1,plain_arch,Pore ground truth/Fingerprint Images/R1/2_plain_arch.jpg,Pore ground truth/Ground truth/R1/2_plain_arch.tsv,200604fc996a2aa428b77e750d208fc4870d9d6736acaee0dd7e27f4c8bdfb6c,dbcb997d67a5544f71a866442a6a8049a5759e78b60e701975ebe070a94e0ca8,459,375,447,0e73fc967895698669ccfe70b374199b04c8050edb4e46f3a2dd37097d940b98,artifacts/experiment-002/evidence-pixels/blind-audit/S02_R1_2_plain_arch/raw-crops/A20_row0459_x375_y447.png,"[351,423,399,471]",INTER_NEAREST_4X,DISPLAY_ONLY_RED_RING_CENTER_PIXEL_UNOCCLUDED
