audit_image_index,audit_annotation_index,canonical_image_id,run,pattern,image_relative_path,annotation_relative_path,image_sha256,annotation_sha256,annotation_row_index,x,y,annotation_selection_rank_sha256,edge_distance_px,center_disk_r2_mean_gray,annulus_r4_r8_mean_gray,center_minus_annulus_gray,local_r12_std_gray,navigation_only
1,11,R1/2_left_loop,R1,left_loop,Pore ground truth/Fingerprint Images/R1/2_left_loop.jpg,Pore ground truth/Ground truth/R1/2_left_loop.tsv,5dc8fc46dcd33d38d9f9692f07b269770988fc616371ee3f3544208bdf0d01b0,4774199238e59d07d2a3e84a598a87016ca1bb34b03c5beac21b808f632b2911,167,76,507,09714ef3e10cb7f28e03e78a3946f9711cd8c3fd93b55fb7108e72a424c0addd,4,121.61538461538461,89.425,32.190384615384616,23.651382221106193,True
1,12,R1/2_left_loop,R1,left_loop,Pore ground truth/Fingerprint Images/R1/2_left_loop.jpg,Pore ground truth/Ground truth/R1/2_left_loop.tsv,5dc8fc46dcd33d38d9f9692f07b269770988fc616371ee3f3544208bdf0d01b0,4774199238e59d07d2a3e84a598a87016ca1bb34b03c5beac21b808f632b2911,180,261,205,0a8c40eba12d40a6bfb1155ac5d4eda802988b5f82c1f758def34d14011b848e,205,133.30769230769232,87.67105263157895,45.636639676113376,19.901094064397565,True
1,13,R1/2_left_loop,R1,left_loop,Pore ground truth/Fingerprint Images/R1/2_left_loop.jpg,Pore ground truth/Ground truth/R1/2_left_loop.tsv,5dc8fc46dcd33d38d9f9692f07b269770988fc616371ee3f3544208bdf0d01b0,4774199238e59d07d2a3e84a598a87016ca1bb34b03c5beac21b808f632b2911,275,248,296,0d15d048c06ff5b186aa61f78cd2500f28d45e7211c629ad5eba93a59eeb3cb7,215,122.38461538461539,89.29605263157895,33.08856275303644,25.22248393794711,True
1,14,R1/2_left_loop,R1,left_loop,Pore ground truth/Fingerprint Images/R1/2_left_loop.jpg,Pore ground truth/Ground truth/R1/2_left_loop.tsv,5dc8fc46dcd33d38d9f9692f07b269770988fc616371ee3f3544208bdf0d01b0,4774199238e59d07d2a3e84a598a87016ca1bb34b03c5beac21b808f632b2911,129,387,439,0d41a362b346151f3da3b52944e9e37422392018e4cb0cb1d33ec5f44985e680,72,139.3846153846154,93.46052631578948,45.92408906882591,23.94722806171938,True
1,15,R1/2_left_loop,R1,left_loop,Pore ground truth/Fingerprint Images/R1/2_left_loop.jpg,Pore ground truth/Ground truth/R1/2_left_loop.tsv,5dc8fc46dcd33d38d9f9692f07b269770988fc616371ee3f3544208bdf0d01b0,4774199238e59d07d2a3e84a598a87016ca1bb34b03c5beac21b808f632b2911,87,447,368,0d622098c87c5c0138134ea2c6509dc364ac07cb909b7b88ed4fc1f99159c047,64,121.23076923076923,90.86842105263158,30.36234817813765,24.356447215470485,True
1,16,R1/2_left_loop,R1,left_loop,Pore ground truth/Fingerprint Images/R1/2_left_loop.jpg,Pore ground truth/Ground truth/R1/2_left_loop.tsv,5dc8fc46dcd33d38d9f9692f07b269770988fc616371ee3f3544208bdf0d01b0,4774199238e59d07d2a3e84a598a87016ca1bb34b03c5beac21b808f632b2911,289,163,233,0dfe7e5baf434a07926263864872c80c082eea86388a01937b8fba36747607af,163,123.3076923076923,99.0657894736842,24.2419028340081,24.08268551137933,True
1,17,R1/2_left_loop,R1,left_loop,Pore ground truth/Fingerprint Images/R1/2_left_loop.jpg,Pore ground truth/Ground truth/R1/2_left_loop.tsv,5dc8fc46dcd33d38d9f9692f07b269770988fc616371ee3f3544208bdf0d01b0,4774199238e59d07d2a3e84a598a87016ca1bb34b03c5beac21b808f632b2911,152,99,423,0ee3c9e575edfa7653dcaba8f6b867ddbcd05099d72467a4cd54593234ea00f5,88,130.84615384615384,93.6842105263158,37.161943319838045,25.89183427723884,True
1,18,R1/2_left_loop,R1,left_loop,Pore ground truth/Fingerprint Images/R1/2_left_loop.jpg,Pore ground truth/Ground truth/R1/2_left_loop.tsv,5dc8fc46dcd33d38d9f9692f07b269770988fc616371ee3f3544208bdf0d01b0,4774199238e59d07d2a3e84a598a87016ca1bb34b03c5beac21b808f632b2911,329,345,360,11777fd7897cee8cf558ed1b2499ca0906178763a3456ae44b435edc7a37470c,151,109.61538461538461,97.51973684210526,12.095647773279353,28.163324803723015,True
1,19,R1/2_left_loop,R1,left_loop,Pore ground truth/Fingerprint Images/R1/2_left_loop.jpg,Pore ground truth/Ground truth/R1/2_left_loop.tsv,5dc8fc46dcd33d38d9f9692f07b269770988fc616371ee3f3544208bdf0d01b0,4774199238e59d07d2a3e84a598a87016ca1bb34b03c5beac21b808f632b2911,78,413,201,1207857c3cd6dcb38e572f7a801f1f3aa6dba2926f9b1ab2460bc7eb3d7aa96d,98,119.23076923076923,88.50657894736842,30.7241902834008,22.12368166106175,True
1,20,R1/2_left_loop,R1,left_loop,Pore ground truth/Fingerprint Images/R1/2_left_loop.jpg,Pore ground truth/Ground truth/R1/2_left_loop.tsv,5dc8fc46dcd33d38d9f9692f07b269770988fc616371ee3f3544208bdf0d01b0,4774199238e59d07d2a3e84a598a87016ca1bb34b03c5beac21b808f632b2911,337,350,488,1487aa3712553b5be1bfd3b69a527ab9c0acd234a7f924cf7b33bafbda3ccda2,23,137.84615384615384,102.375,35.47115384615384,26.85380027929008,True
2,1,R1/2_plain_arch,R1,plain_arch,Pore ground truth/Fingerprint Images/R1/2_plain_arch.jpg,Pore ground truth/Ground truth/R1/2_plain_arch.tsv,200604fc996a2aa428b77e750d208fc4870d9d6736acaee0dd7e27f4c8bdfb6c,dbcb997d67a5544f71a866442a6a8049a5759e78b60e701975ebe070a94e0ca8,358,356,30,0053cfa15769993da13c1c70e06176e34d671a940d6d3dab0e4d20e06a9bc5a7,30,113.07692307692308,110.20394736842105,2.8729757085020253,30.890361204751233,True
2,2,R1/2_plain_arch,R1,plain_arch,Pore ground truth/Fingerprint Images/R1/2_plain_arch.jpg,Pore ground truth/Ground truth/R1/2_plain_arch.tsv,200604fc996a2aa428b77e750d208fc4870d9d6736acaee0dd7e27f4c8bdfb6c,dbcb997d67a5544f71a866442a6a8049a5759e78b60e701975ebe070a94e0ca8,343,350,215,01432bc12eb18f2f124505de23d8a412998f6d66429e84462118368e03e51808,161,140.76923076923077,103.71052631578948,37.058704453441294,25.55980224023652,True
2,3,R1/2_plain_arch,R1,plain_arch,Pore ground truth/Fingerprint Images/R1/2_plain_arch.jpg,Pore ground truth/Ground truth/R1/2_plain_arch.tsv,200604fc996a2aa428b77e750d208fc4870d9d6736acaee0dd7e27f4c8bdfb6c,dbcb997d67a5544f71a866442a6a8049a5759e78b60e701975ebe070a94e0ca8,158,171,279,01572c3c7df4baaeaaec64856a08853f566a0be39b01b7773170c98bef96cf5a,171,127.0,86.98026315789474,40.01973684210526,24.21492173350969,True
2,4,R1/2_plain_arch,R1,plain_arch,Pore ground truth/Fingerprint Images/R1/2_plain_arch.jpg,Pore ground truth/Ground truth/R1/2_plain_arch.tsv,200604fc996a2aa428b77e750d208fc4870d9d6736acaee0dd7e27f4c8bdfb6c,dbcb997d67a5544f71a866442a6a8049a5759e78b60e701975ebe070a94e0ca8,258,328,502,01ed78c42d207e2441d1d760dbd38e5755fe64c1bb30ce3674b83f593034fabd,9,121.38461538461539,96.69736842105263,24.687246963562757,25.08173745415194,True
2,5,R1/2_plain_arch,R1,plain_arch,Pore ground truth/Fingerprint Images/R1/2_plain_arch.jpg,Pore ground truth/Ground truth/R1/2_plain_arch.tsv,200604fc996a2aa428b77e750d208fc4870d9d6736acaee0dd7e27f4c8bdfb6c,dbcb997d67a5544f71a866442a6a8049a5759e78b60e701975ebe070a94e0ca8,56,486,258,02c5dc585b6e0047d9b53dabfcfbde0ae6e36a08bf8bab9b3fed912cef37315d,25,145.0,95.36842105263158,49.631578947368425,26.013723098395587,True
2,6,R1/2_plain_arch,R1,plain_arch,Pore ground truth/Fingerprint Images/R1/2_plain_arch.jpg,Pore ground truth/Ground truth/R1/2_plain_arch.tsv,200604fc996a2aa428b77e750d208fc4870d9d6736acaee0dd7e27f4c8bdfb6c,dbcb997d67a5544f71a866442a6a8049a5759e78b60e701975ebe070a94e0ca8,432,293,26,03396a7955903e13a8c6184c9410ba0deaa6fabd03ecb29e7565fc475e1ba420,26,122.23076923076923,85.97368421052632,36.25708502024291,31.357867437694164,True
2,7,R1/2_plain_arch,R1,plain_arch,Pore ground truth/Fingerprint Images/R1/2_plain_arch.jpg,Pore ground truth/Ground truth/R1/2_plain_arch.tsv,200604fc996a2aa428b77e750d208fc4870d9d6736acaee0dd7e27f4c8bdfb6c,dbcb997d67a5544f71a866442a6a8049a5759e78b60e701975ebe070a94e0ca8,63,43,220,0411d0169b2ea325d78deaa9fed573a4b1564f24a8e3712d2d99fc0629f81b73,43,144.84615384615384,117.5657894736842,27.280364372469634,27.471916784964243,True
2,8,R1/2_plain_arch,R1,plain_arch,Pore ground truth/Fingerprint Images/R1/2_plain_arch.jpg,Pore ground truth/Ground truth/R1/2_plain_arch.tsv,200604fc996a2aa428b77e750d208fc4870d9d6736acaee0dd7e27f4c8bdfb6c,dbcb997d67a5544f71a866442a6a8049a5759e78b60e701975ebe070a94e0ca8,308,188,469,074c47aa1c8029ef6d5a2105bf75eeb75eed6e7aba41aa74946a65f1cd31e4dc,42,114.46153846153847,96.40789473684211,18.053643724696357,22.698219080800147,True
2,9,R1/2_plain_arch,R1,plain_arch,Pore ground truth/Fingerprint Images/R1/2_plain_arch.jpg,Pore ground truth/Ground truth/R1/2_plain_arch.tsv,200604fc996a2aa428b77e750d208fc4870d9d6736acaee0dd7e27f4c8bdfb6c,dbcb997d67a5544f71a866442a6a8049a5759e78b60e701975ebe070a94e0ca8,382,180,126,07892850d0faab09e4a2ce3e5369fd380cbccffb310c9f44cb2bdcde1af956c5,126,128.0,98.79605263157895,29.203947368421055,25.719381342481782,True
2,10,R1/2_plain_arch,R1,plain_arch,Pore ground truth/Fingerprint Images/R1/2_plain_arch.jpg,Pore ground truth/Ground truth/R1/2_plain_arch.tsv,200604fc996a2aa428b77e750d208fc4870d9d6736acaee0dd7e27f4c8bdfb6c,dbcb997d67a5544f71a866442a6a8049a5759e78b60e701975ebe070a94e0ca8,265,138,380,0793e2da6924287c462bcd620dc3fcc5f053540614e18e2e7dc72c776674dd5e,131,129.69230769230768,102.69736842105263,26.99493927125505,22.762382666144596,True
2,11,R1/2_plain_arch,R1,plain_arch,Pore ground truth/Fingerprint Images/R1/2_plain_arch.jpg,Pore ground truth/Ground truth/R1/2_plain_arch.tsv,200604fc996a2aa428b77e750d208fc4870d9d6736acaee0dd7e27f4c8bdfb6c,dbcb997d67a5544f71a866442a6a8049a5759e78b60e701975ebe070a94e0ca8,245,326,453,07b528ecaf46c0485a4fbe9b87554979c80636aa641184f942b540ab8f193805,58,129.46153846153845,92.33552631578948,37.12601214574897,22.868844833091153,True
2,12,R1/2_plain_arch,R1,plain_arch,Pore ground truth/Fingerprint Images/R1/2_plain_arch.jpg,Pore ground truth/Ground truth/R1/2_plain_arch.tsv,200604fc996a2aa428b77e750d208fc4870d9d6736acaee0dd7e27f4c8bdfb6c,dbcb997d67a5544f71a866442a6a8049a5759e78b60e701975ebe070a94e0ca8,259,16,466,07da9ebedd380aeb3073118aad74a10c86ab0370160726b5cea89eca566aa4b0,16,128.0,105.15789473684211,22.84210526315789,24.954004202933042,True
2,13,R1/2_plain_arch,R1,plain_arch,Pore ground truth/Fingerprint Images/R1/2_plain_arch.jpg,Pore ground truth/Ground truth/R1/2_plain_arch.tsv,200604fc996a2aa428b77e750d208fc4870d9d6736acaee0dd7e27f4c8bdfb6c,dbcb997d67a5544f71a866442a6a8049a5759e78b60e701975ebe070a94e0ca8,454,344,144,09a172261c1c0f9acf1768d3855d6fedbbd9253a1778b133265d016f0def0309,144,133.84615384615384,94.73026315789474,39.1158906882591,27.577131581076372,True
2,14,R1/2_plain_arch,R1,plain_arch,Pore ground truth/Fingerprint Images/R1/2_plain_arch.jpg,Pore ground truth/Ground truth/R1/2_plain_arch.tsv,200604fc996a2aa428b77e750d208fc4870d9d6736acaee0dd7e27f4c8bdfb6c,dbcb997d67a5544f71a866442a6a8049a5759e78b60e701975ebe070a94e0ca8,237,188,443,0a6e4a673cd9c6ab99efa1d541485e1ffa1aa0a45d580799b2d6e7cc442d5573,68,117.76923076923077,85.99342105263158,31.7758097165992,25.005361037985434,True
2,15,R1/2_plain_arch,R1,plain_arch,Pore ground truth/Fingerprint Images/R1/2_plain_arch.jpg,Pore ground truth/Ground truth/R1/2_plain_arch.tsv,200604fc996a2aa428b77e750d208fc4870d9d6736acaee0dd7e27f4c8bdfb6c,dbcb997d67a5544f71a866442a6a8049a5759e78b60e701975ebe070a94e0ca8,57,489,260,0b82ef2cf0472f4d4e3a1839650ee193a9e5312dc88498aaf4307ef3dd740a43,22,134.6153846153846,97.16447368421052,37.45091093117409,26.571617025691154,True
2,16,R1/2_plain_arch,R1,plain_arch,Pore ground truth/Fingerprint Images/R1/2_plain_arch.jpg,Pore ground truth/Ground truth/R1/2_plain_arch.tsv,200604fc996a2aa428b77e750d208fc4870d9d6736acaee0dd7e27f4c8bdfb6c,dbcb997d67a5544f71a866442a6a8049a5759e78b60e701975ebe070a94e0ca8,350,476,325,0c54035ec3cad6b97eb5fbc7c604de3c4c3976cc093704dabac2614bdc7a6eb5,35,114.0,81.67763157894737,32.32236842105263,28.378110505105866,True
2,17,R1/2_plain_arch,R1,plain_arch,Pore ground truth/Fingerprint Images/R1/2_plain_arch.jpg,Pore ground truth/Ground truth/R1/2_plain_arch.tsv,200604fc996a2aa428b77e750d208fc4870d9d6736acaee0dd7e27f4c8bdfb6c,dbcb997d67a5544f71a866442a6a8049a5759e78b60e701975ebe070a94e0ca8,427,198,346,0c80dc0bfea2ab1587b817bf4b487a01a19819836ff3a6396f8cc8aec0bcc700,165,136.30769230769232,103.66447368421052,32.6432186234818,23.349227433900246,True
2,18,R1/2_plain_arch,R1,plain_arch,Pore ground truth/Fingerprint Images/R1/2_plain_arch.jpg,Pore ground truth/Ground truth/R1/2_plain_arch.tsv,200604fc996a2aa428b77e750d208fc4870d9d6736acaee0dd7e27f4c8bdfb6c,dbcb997d67a5544f71a866442a6a8049a5759e78b60e701975ebe070a94e0ca8,55,473,235,0ce8b3bf333eae268948e6bc8020f1016deda5210d576719c4d5441334d49b3a,38,143.76923076923077,96.51973684210526,47.24949392712551,28.130172111809056,True
2,19,R1/2_plain_arch,R1,plain_arch,Pore ground truth/Fingerprint Images/R1/2_plain_arch.jpg,Pore ground truth/Ground truth/R1/2_plain_arch.tsv,200604fc996a2aa428b77e750d208fc4870d9d6736acaee0dd7e27f4c8bdfb6c,dbcb997d67a5544f71a866442a6a8049a5759e78b60e701975ebe070a94e0ca8,28,164,41,0d47fd42a7ef4147fcc0ade173bb46f2b2cc78d903fddc614635e19a705d4359,41,121.6923076923077,95.5,26.192307692307693,33.17536605133393,True
2,20,R1/2_plain_arch,R1,plain_arch,Pore ground truth/Fingerprint Images/R1/2_plain_arch.jpg,Pore ground truth/Ground truth/R1/2_plain_arch.tsv,200604fc996a2aa428b77e750d208fc4870d9d6736acaee0dd7e27f4c8bdfb6c,dbcb997d67a5544f71a866442a6a8049a5759e78b60e701975ebe070a94e0ca8,459,375,447,0e73fc967895698669ccfe70b374199b04c8050edb4e46f3a2dd37097d940b98,64,117.0,93.49342105263158,23.506578947368425,25.055979259250677,True
3,1,R1/12_right_loop,R1,right_loop,Pore ground truth/Fingerprint Images/R1/12_right_loop.jpg,Pore ground truth/Ground truth/R1/12_right_loop.tsv,61a1fc76dcfe16d5ffcd461ef9223c3f8c8e631dfd4af65bb24000027f32b777,7a691129943b5cbd3d2f3cc00dbbc68dda1feba3ec888ced183e0b826f52fb66,73,101,219,026a196559b4a57d97198c50cf21b1925726048a560f78fb3ac2b456f904a671,101,135.07692307692307,89.92763157894737,45.149291497975696,25.737513166582353,True
3,2,R1/12_right_loop,R1,right_loop,Pore ground truth/Fingerprint Images/R1/12_right_loop.jpg,Pore ground truth/Ground truth/R1/12_right_loop.tsv,61a1fc76dcfe16d5ffcd461ef9223c3f8c8e631dfd4af65bb24000027f32b777,7a691129943b5cbd3d2f3cc00dbbc68dda1feba3ec888ced183e0b826f52fb66,96,478,53,03de33ff9a3663e50695850af6c15c4e3c514e721f197e427ec506303b093704,33,111.6923076923077,83.91447368421052,27.777834008097173,32.402024786114836,True
3,3,R1/12_right_loop,R1,right_loop,Pore ground truth/Fingerprint Images/R1/12_right_loop.jpg,Pore ground truth/Ground truth/R1/12_right_loop.tsv,61a1fc76dcfe16d5ffcd461ef9223c3f8c8e631dfd4af65bb24000027f32b777,7a691129943b5cbd3d2f3cc00dbbc68dda1feba3ec888ced183e0b826f52fb66,161,389,81,04665f29ed185c48dd9200eac17303564fb1e22dd0a09d95eed2c6508ce942eb,81,142.30769230769232,113.98026315789474,28.32742914979758,28.09737336051183,True
3,4,R1/12_right_loop,R1,right_loop,Pore ground truth/Fingerprint Images/R1/12_right_loop.jpg,Pore ground truth/Ground truth/R1/12_right_loop.tsv,61a1fc76dcfe16d5ffcd461ef9223c3f8c8e631dfd4af65bb24000027f32b777,7a691129943b5cbd3d2f3cc00dbbc68dda1feba3ec888ced183e0b826f52fb66,329,387,435,048ace60ebb0298b1149fc032ce62ccdc9331fb05597ac405f07107894a39abc,76,133.69230769230768,91.01315789473684,42.679149797570844,22.513323969596314,True
3,5,R1/12_right_loop,R1,right_loop,Pore ground truth/Fingerprint Images/R1/12_right_loop.jpg,Pore ground truth/Ground truth/R1/12_right_loop.tsv,61a1fc76dcfe16d5ffcd461ef9223c3f8c8e631dfd4af65bb24000027f32b777,7a691129943b5cbd3d2f3cc00dbbc68dda1feba3ec888ced183e0b826f52fb66,304,367,459,04a501abe534a871f9c251e0c4ebfc5d3dc245954fd65b1a46fe26eef4be4444,52,140.46153846153845,93.57894736842105,46.8825910931174,23.044027425777813,True
3,6,R1/12_right_loop,R1,right_loop,Pore ground truth/Fingerprint Images/R1/12_right_loop.jpg,Pore ground truth/Ground truth/R1/12_right_loop.tsv,61a1fc76dcfe16d5ffcd461ef9223c3f8c8e631dfd4af65bb24000027f32b777,7a691129943b5cbd3d2f3cc00dbbc68dda1feba3ec888ced183e0b826f52fb66,384,428,351,04a97d0feec0a155bb9307707cb701c8f4a9103a3227b2c8220fb92fad67df7d,83,117.6923076923077,87.33552631578948,30.356781376518214,22.020435832199144,True
3,7,R1/12_right_loop,R1,right_loop,Pore ground truth/Fingerprint Images/R1/12_right_loop.jpg,Pore ground truth/Ground truth/R1/12_right_loop.tsv,61a1fc76dcfe16d5ffcd461ef9223c3f8c8e631dfd4af65bb24000027f32b777,7a691129943b5cbd3d2f3cc00dbbc68dda1feba3ec888ced183e0b826f52fb66,227,411,151,04ec6cdc02794aab89aba3d7fb5f656543957a579475a04f8e11bf25753d2ca2,100,132.15384615384616,100.36842105263158,31.785425101214585,26.8464864412459,True
3,8,R1/12_right_loop,R1,right_loop,Pore ground truth/Fingerprint Images/R1/12_right_loop.jpg,Pore ground truth/Ground truth/R1/12_right_loop.tsv,61a1fc76dcfe16d5ffcd461ef9223c3f8c8e631dfd4af65bb24000027f32b777,7a691129943b5cbd3d2f3cc00dbbc68dda1feba3ec888ced183e0b826f52fb66,263,323,174,05861c44459a44176d3ec45763faeadf9d7e638e8a0464c156d73911521424ee,174,115.92307692307692,90.23026315789474,25.69281376518218,26.5796632755195,True
3,9,R1/12_right_loop,R1,right_loop,Pore ground truth/Fingerprint Images/R1/12_right_loop.jpg,Pore ground truth/Ground truth/R1/12_right_loop.tsv,61a1fc76dcfe16d5ffcd461ef9223c3f8c8e631dfd4af65bb24000027f32b777,7a691129943b5cbd3d2f3cc00dbbc68dda1feba3ec888ced183e0b826f52fb66,180,213,181,061791c40ade12895c6ee257815fe366b4d01fe9f6411fe38082cb69cae0f604,181,124.15384615384616,96.95394736842105,27.199898785425106,31.038703643032516,True
3,10,R1/12_right_loop,R1,right_loop,Pore ground truth/Fingerprint Images/R1/12_right_loop.jpg,Pore ground truth/Ground truth/R1/12_right_loop.tsv,61a1fc76dcfe16d5ffcd461ef9223c3f8c8e631dfd4af65bb24000027f32b777,7a691129943b5cbd3d2f3cc00dbbc68dda1feba3ec888ced183e0b826f52fb66,70,77,275,06650f1700193926d611f016358748e8555dbdb562b5ca221dfeecd14354936c,77,133.23076923076923,94.1907894736842,39.03997975708502,28.17827797719371,True
3,11,R1/12_right_loop,R1,right_loop,Pore ground truth/Fingerprint Images/R1/12_right_loop.jpg,Pore ground truth/Ground truth/R1/12_right_loop.tsv,61a1fc76dcfe16d5ffcd461ef9223c3f8c8e631dfd4af65bb24000027f32b777,7a691129943b5cbd3d2f3cc00dbbc68dda1feba3ec888ced183e0b826f52fb66,121,107,409,077b22b92fae0431c8640ffde43df5670644048cd6fbaf2e2afbe041fbc008fe,102,130.84615384615384,95.20394736842105,35.642206477732785,24.146956691061504,True
3,12,R1/12_right_loop,R1,right_loop,Pore ground truth/Fingerprint Images/R1/12_right_loop.jpg,Pore ground truth/Ground truth/R1/12_right_loop.tsv,61a1fc76dcfe16d5ffcd461ef9223c3f8c8e631dfd4af65bb24000027f32b777,7a691129943b5cbd3d2f3cc00dbbc68dda1feba3ec888ced183e0b826f52fb66,172,170,407,08c29ea8cdec3100dad130eafd5e5fedc17a383a0690c7537ceadc07360159b7,104,116.0,97.40131578947368,18.598684210526315,27.591087534926928,True
3,13,R1/12_right_loop,R1,right_loop,Pore ground truth/Fingerprint Images/R1/12_right_loop.jpg,Pore ground truth/Ground truth/R1/12_right_loop.tsv,61a1fc76dcfe16d5ffcd461ef9223c3f8c8e631dfd4af65bb24000027f32b777,7a691129943b5cbd3d2f3cc00dbbc68dda1feba3ec888ced183e0b826f52fb66,211,288,511,08e8c3d258a960dd88f2015c196bb21ff3d0f0d9956e4e7027d21258de5f3ef3,0,105.66666666666667,97.0246913580247,8.641975308641975,29.31460948049765,True
3,14,R1/12_right_loop,R1,right_loop,Pore ground truth/Fingerprint Images/R1/12_right_loop.jpg,Pore ground truth/Ground truth/R1/12_right_loop.tsv,61a1fc76dcfe16d5ffcd461ef9223c3f8c8e631dfd4af65bb24000027f32b777,7a691129943b5cbd3d2f3cc00dbbc68dda1feba3ec888ced183e0b826f52fb66,29,53,239,091dd0eaae1590d327a10032239b791e339f16c4b8ec55ccc8473608ded73b08,53,128.3846153846154,80.94736842105263,47.43724696356276,26.68903902054175,True
